Tweet_id,No of retweets,Query 1,Query 2,Query 3,Query 4,Query 5,Query 6,Query 7
591974898139987968,8,0.04170288281141495,0.04170288281141495,0.08,0.08528028654224416,0.0917662935482247,0.0,0.0
591979323164233729,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591999007313891328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591987969000517632,0,0.0,0.04550157551932901,0.0,0.0,0.0,0.0,0.0
591984387526234112,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591996435811274752,0,0.0,0.03524536884251207,0.0,0.0,0.0,0.0,0.0
591992004558499840,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591984010714157056,0,0.0,0.03940552031195503,0.0,0.0,0.0,0.0,0.0
591974595525128195,0,0.0,0.0,0.0,0.0,0.0,0.04811252243246882,0.0
591983032208232448,1,0.0,0.047836487323493986,0.0,0.0,0.0,0.05407380704358752,0.0
591989486264852481,0,0.0,0.07744030926623664,0.0,0.0,0.0,0.0,0.0
591991008117673986,4,0.04662524041201569,0.09325048082403138,0.044721359549995794,0.047673129462279605,0.0,0.0,0.0
591979178733408256,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591986773212856321,27,0.0,0.04347826086956522,0.0,0.0,0.0,0.0,0.0
591990154039988224,51,0.0,0.0,0.03922322702763681,0.04181210050035454,0.04499212706658475,0.04622501635210243,0.04622501635210243
591990312228106240,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591989771473391616,0,0.04550157551932901,0.04550157551932901,0.04364357804719848,0.046524210519923545,0.05006261743217588,0.0,0.0
591992978773651458,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591976562515316736,0,0.04089304100547654,0.04089304100547654,0.03922322702763681,0.04181210050035454,0.04499212706658475,0.09245003270420486,0.0
591977226586836992,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591997092689616896,0,0.09829463743659811,0.09829463743659811,0.047140452079103175,0.050251890762960605,0.05407380704358752,0.0,0.0
591977175768698881,2,0.04089304100547654,0.08178608201095308,0.03922322702763681,0.04181210050035454,0.0,0.0,0.0
591981776794296321,0,0.04550157551932901,0.04550157551932901,0.08728715609439695,0.09304842103984709,0.10012523486435176,0.0,0.0
591978159102435328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591978089241948160,0,0.0,0.0,0.051639777949432225,0.05504818825631802,0.05923488777590923,0.12171612389003691,0.0
591982590137098240,15,0.0,0.0,0.033806170189140665,0.036037498507822355,0.0,0.0,0.0
591975696924221441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591979429674356736,12,0.04550157551932901,0.09100315103865803,0.04364357804719848,0.046524210519923545,0.0,0.0,0.0
591976009823428608,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591986194893901824,8,0.0,0.0,0.04170288281141495,0.044455422447438706,0.047836487323493986,0.09829463743659811,0.0
591978070690508801,0,0.0,0.049147318718299055,0.0,0.0,0.0,0.0,0.0
591982468556722176,0,0.0,0.03940552031195503,0.0,0.0,0.0,0.0,0.0
591981330839130112,22,0.09567297464698797,0.09567297464698797,0.04588314677411235,0.04891159880445184,0.05263157894736841,0.0,0.0
591979270777372672,3,0.0,0.04662524041201569,0.0,0.0,0.0,0.0,0.0
591981970113990656,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591979172378972160,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591979280277581824,0,0.05383819020581655,0.1076763804116331,0.051639777949432225,0.05504818825631802,0.0,0.0,0.0
591977346879500288,0,0.0,0.0,0.0,0.0,0.0,0.11785113019775793,0.0
591985394851287040,0,0.0,0.05572782125753529,0.0,0.0,0.0,0.0,0.0
591981970156036096,0,0.0,0.0,0.0,0.0,0.0,0.14907119849998599,0.0
591985891591069696,0,0.08846517369293828,0.08846517369293828,0.0848528137423857,0.09045340337332908,0.09733285267845751,0.0,0.0
591982532675022848,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591984337773539328,0,0.0,0.0,0.0,0.0,0.0,0.0890870806374748,0.0
591976173988651008,11,0.0,0.06677805632941779,0.0,0.0,0.0,0.0,0.0
591976811753410560,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591975512387375105,0,0.0,0.0,0.0,0.0,0.0,0.11785113019775793,0.0
591978910713139202,2,0.0,0.0,0.0,0.0,0.0,0.0,0.06299407883487121
591986348216553473,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591983826018041856,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591979747296485376,26,0.0,0.0,0.13151918984428584,0.14019992744655632,0.1508628572809428,0.0,0.0
591976580232052736,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591981345011707907,0,0.0,0.042562826537937436,0.0,0.0,0.0,0.0,0.0
591978783055319040,4,0.0,0.047836487323493986,0.0,0.0,0.0,0.0,0.0
591980244015284224,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591985149765521408,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591974789226442752,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591977124778545152,6,0.0,0.0,0.0,0.0,0.0,0.050251890762960605,0.0
591987020924260354,0,0.08178608201095308,0.08178608201095308,0.07844645405527362,0.08362420100070908,0.0899842541331695,0.0,0.0
591986379539681282,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591987365414998016,5,0.0,0.0,0.047140452079103175,0.050251890762960605,0.05407380704358752,0.11111111111111113,0.0
591986527355338752,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591974671962091521,0,0.0659380473395787,0.1318760946791574,0.06324555320336758,0.0674199862463242,0.0,0.0,0.0
591975888494854145,12,0.05057217374241737,0.05057217374241737,0.048507125007266595,0.051708768999501914,0.05564148840746571,0.0,0.0
591982235231789056,1,0.0,0.047836487323493986,0.0,0.0,0.0,0.05407380704358752,0.0
591985232200409091,0,0.036297700432031385,0.036297700432031385,0.034815531191139566,0.037113480951260276,0.03993615319154358,0.0,0.0
591979366466195456,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591986396958629888,0,0.0,0.05212860351426869,0.0,0.0,0.0,0.0,0.0
591984881250402304,0,0.08512565307587487,0.08512565307587487,0.040824829046386304,0.04351941398892446,0.0468292905790847,0.0,0.0
591978338169786370,0,0.0,0.037450294313656915,0.0,0.0,0.0,0.0,0.0
591974877772394496,0,0.0,0.0,0.0,0.0,0.0,0.10814761408717503,0.0
591974700596604928,0,0.0,0.04170288281141495,0.0,0.0,0.0,0.0,0.0
591984989694111745,0,0.0,0.04170288281141495,0.0,0.0,0.0,0.09428090415820635,0.0
591986783379922944,1,0.0,0.0,0.0,0.0,0.0,0.049147318718299055,0.0
591975362285834240,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591979126350741505,0,0.0,0.0,0.0,0.0,0.0,0.10540925533894598,0.0
591979327908024320,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591976979156467712,1,0.0,0.0,0.0,0.0,0.0,0.10540925533894598,0.0
591975247139643392,0,0.0,0.04089304100547654,0.0,0.0,0.0,0.0,0.0
591986490038558722,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591979790627840000,0,0.04550157551932901,0.04550157551932901,0.04364357804719848,0.046524210519923545,0.05006261743217588,0.0,0.051434449987363975
591980519400738817,0,0.0,0.040128617695256406,0.03849001794597505,0.041030496993110906,0.0,0.0,0.0
591979807748923392,5,0.05572782125753529,0.11145564251507058,0.05345224838248487,0.05698028822981897,0.0,0.0,0.0
591987344053436416,1,0.0,0.0,0.0,0.0,0.0,0.12171612389003691,0.0
591978994200760320,46,0.0,0.042562826537937436,0.0,0.0,0.0,0.0,0.0
591980344301133826,1,0.0,0.0,0.048507125007266595,0.051708768999501914,0.0,0.0,0.0
591977781749223424,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591985972109123585,1,0.04170288281141495,0.04170288281141495,0.08,0.08528028654224416,0.0,0.0,0.0
591977196421427202,0,0.17025130615174974,0.17025130615174974,0.12247448713915891,0.13055824196677338,0.1873171623163388,0.0,0.0
591983557666414592,29,0.0,0.0,0.0,0.0,0.0,0.04811252243246882,0.0
591977830268841984,0,0.042562826537937436,0.042562826537937436,0.040824829046386304,0.04351941398892446,0.0468292905790847,0.0,0.0
591979825511927808,0,0.0,0.04550157551932901,0.0,0.0,0.0,0.0,0.0
591984141773639680,2,0.04550157551932901,0.04550157551932901,0.04364357804719848,0.046524210519923545,0.05006261743217588,0.0,0.0
591985786880327682,13,0.08512565307587487,0.17025130615174974,0.08164965809277261,0.08703882797784893,0.0936585811581694,0.0,0.0
591981212660436993,1,0.03872015463311832,0.03872015463311832,0.0,0.0,0.042601432284230495,0.0,0.0
591980083478302720,31,0.0,0.0,0.0,0.0,0.0,0.055555555555555566,0.0
591981925683761152,1,0.0,0.036297700432031385,0.0,0.0,0.0,0.0,0.0
591986325537992704,0,0.0,0.0,0.0,0.0,0.047836487323493986,0.0,0.0
591983424866525184,3,0.0,0.040128617695256406,0.0,0.0,0.0,0.0,0.0
591987426832228353,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591986294554632192,0,0.0,0.0,0.044721359549995794,0.047673129462279605,0.0512989176042577,0.0,0.0
592008144387059712,0,0.0,0.06286946134619316,0.0,0.0,0.0,0.0,0.0
592004935006363648,0,0.0,0.04550157551932901,0.0,0.0,0.0,0.0,0.0
592007278213070848,0,0.0,0.0659380473395787,0.0,0.0,0.0,0.0,0.0
592011559506841600,0,0.03806934938134405,0.0761386987626881,0.03651483716701107,0.03892494720807615,0.0,0.0,0.0
592000962216112128,0,0.0,0.044455422447438706,0.0,0.0,0.0,0.10050378152592121,0.0
592001311895224321,0,0.09100315103865803,0.09100315103865803,0.0,0.0,0.0,0.0,0.0
592001799957131264,1,0.0,0.0,0.0,0.0,0.0,0.1386750490563073,0.0
591988400422453248,0,0.042562826537937436,0.042562826537937436,0.040824829046386304,0.04351941398892446,0.0468292905790847,0.0,0.0
592010713104678912,4,0.05212860351426869,0.05212860351426869,0.0,0.0,0.057353933467640436,0.11785113019775793,0.0
592009516205477889,0,0.057831493196624034,0.11566298639324807,0.05547001962252291,0.05913123959890826,0.0,0.0,0.0
592006305159614464,2,0.0,0.04550157551932901,0.0,0.0,0.0,0.0,0.0
591988090626965504,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592005982877650945,12,0.0,0.042562826537937436,0.0,0.0,0.0,0.0,0.0
592002331643809792,41,0.0,0.044455422447438706,0.0,0.0,0.0,0.0,0.0
592000827142713344,0,0.0,0.040128617695256406,0.0,0.0,0.0,0.0,0.0
591992030898696193,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592002457242238976,0,0.06286946134619316,0.12573892269238632,0.06030226891555273,0.06428243465332249,0.0,0.0,0.0
591993859736870912,0,0.04089304100547654,0.04089304100547654,0.03922322702763681,0.04181210050035454,0.04499212706658475,0.0,0.04622501635210243
591999611184680961,0,0.1076763804116331,0.1076763804116331,0.051639777949432225,0.05504818825631802,0.05923488777590923,0.0,0.0
592007964522754049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591994540166250497,5,0.0,0.0,0.0,0.0,0.0,0.04811252243246882,0.0
592000593016721408,29,0.0,0.0,0.0,0.0,0.0,0.10050378152592121,0.0
591995467262599168,0,0.10425720702853739,0.10425720702853739,0.1,0.10660035817780521,0.11470786693528087,0.0,0.0
592000290921918464,30,0.0,0.0,0.07559289460184544,0.08058229640253803,0.08671099695241198,0.0,0.0
591995103415140352,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591988896935739392,0,0.08891084489487741,0.08891084489487741,0.12792042981336624,0.13636363636363635,0.09782319760890368,0.0,0.0
591997802810454016,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591997966010855424,55,0.04089304100547654,0.04089304100547654,0.11766968108291041,0.1254363015010636,0.0899842541331695,0.0,0.0
591995512171024387,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591988035937406976,0,0.0,0.03940552031195503,0.0,0.0,0.0,0.0,0.0
591998670783918081,4,0.0,0.044455422447438706,0.0,0.0,0.0,0.0,0.0
591998947742199810,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
